frame,DetObj#,x,y,z,v,snr,noise
12,0,1.0,2.0,3.0,0.0,224,563
12,1,1.0,2.0,3.0,0.0,434,456
12,2,1.0,2.0,3.0,0.0,125,607
13,0,1.0,2.0,3.0,0.0,267,572
13,1,1.0,2.0,3.0,0.0,116,517
13,2,1.0,2.0,3.0,0.0,428,463
13,3,1.0,2.0,3.0,0.0,130,605
13,4,1.0,2.0,3.0,0.0,131,604
14,0,1.0,2.0,3.0,0.0,239,580
14,1,1.0,2.0,3.0,0.0,424,466
14,2,1.0,2.0,3.0,0.0,134,603
15,0,1.0,2.0,3.0,0.0,257,572
15,1,1.0,2.0,3.0,0.0,419,471
15,2,1.0,2.0,3.0,0.0,134,604
16,0,1.0,2.0,3.0,0.0,262,568
16,1,1.0,2.0,3.0,0.0,417,473
16,2,1.0,2.0,3.0,0.0,131,605
17,0,1.0,2.0,3.0,0.0,267,570
17,1,1.0,2.0,3.0,0.0,417,473
17,2,1.0,2.0,3.0,0.0,131,604
18,0,1.0,2.0,3.0,0.0,269,571
18,1,1.0,2.0,3.0,0.0,418,472
18,2,1.0,2.0,3.0,0.0,127,607
19,0,1.0,2.0,3.0,0.0,259,569
19,1,1.0,2.0,3.0,0.0,221,536
19,2,1.0,2.0,3.0,0.0,121,493
19,3,1.0,2.0,3.0,0.0,432,458
19,4,1.0,2.0,3.0,0.0,114,603
19,5,1.0,2.0,3.0,0.12071216106414795,256,499
20,0,1.0,2.0,3.0,0.0,181,576
20,1,1.0,2.0,3.0,0.0,193,484
20,2,1.0,2.0,3.0,-0.36213648319244385,159,510
20,3,1.0,2.0,3.0,-0.36213648319244385,159,510
20,4,1.0,2.0,3.0,-0.36213648319244385,159,510
20,5,1.0,2.0,3.0,-0.2414243221282959,141,437
20,6,1.0,2.0,3.0,-0.2414243221282959,141,437
20,7,1.0,2.0,3.0,-0.12071216106414795,220,660
20,8,1.0,2.0,3.0,-0.12071216106414795,150,435
20,9,1.0,2.0,3.0,-0.12071216106414795,150,435
20,10,1.0,2.0,3.0,-0.12071216106414795,150,435
21,0,1.0,2.0,3.0,0.0,158,547
21,1,1.0,2.0,3.0,0.0,147,456
21,2,1.0,2.0,3.0,0.0,142,444
21,3,1.0,2.0,3.0,0.0,144,469
21,4,1.0,2.0,3.0,-0.2414243221282959,304,589
22,0,1.0,2.0,3.0,0.0,310,600
22,1,1.0,2.0,3.0,0.0,310,600
22,2,1.0,2.0,3.0,0.0,310,600
22,3,1.0,2.0,3.0,0.0,162,463
22,4,1.0,2.0,3.0,0.0,130,442
23,0,1.0,2.0,3.0,0.0,343,581
23,1,1.0,2.0,3.0,0.0,343,581
23,2,1.0,2.0,3.0,0.0,343,581
23,3,1.0,2.0,3.0,0.0,164,448
24,0,1.0,2.0,3.0,0.0,342,565
24,1,1.0,2.0,3.0,0.0,342,565
24,2,1.0,2.0,3.0,0.0,166,444
24,3,1.0,2.0,3.0,0.0,166,444
25,0,1.0,2.0,3.0,0.0,155,525
25,1,1.0,2.0,3.0,0.0,120,479
25,2,1.0,2.0,3.0,0.0,117,465
25,3,1.0,2.0,3.0,0.0,151,454
25,4,1.0,2.0,3.0,0.12071216106414795,297,624
25,5,1.0,2.0,3.0,0.12071216106414795,297,624
25,6,1.0,2.0,3.0,0.4828486442565918,322,530
26,0,1.0,2.0,3.0,0.0,183,592
26,1,1.0,2.0,3.0,0.0,182,551
26,2,1.0,2.0,3.0,0.0,171,499
26,3,1.0,2.0,3.0,0.0,186,457
26,4,1.0,2.0,3.0,0.0,186,457
26,5,1.0,2.0,3.0,0.0,121,490
26,6,1.0,2.0,3.0,0.0,116,558
26,7,1.0,2.0,3.0,0.12071216106414795,155,447
26,8,1.0,2.0,3.0,0.12071216106414795,155,447
26,9,1.0,2.0,3.0,0.4828486442565918,298,603
26,10,1.0,2.0,3.0,0.4828486442565918,168,432
26,11,1.0,2.0,3.0,0.8449851274490356,269,520
26,12,1.0,2.0,3.0,0.8449851274490356,269,520
27,0,1.0,2.0,3.0,0.0,213,601
27,1,1.0,2.0,3.0,0.0,192,571
27,2,1.0,2.0,3.0,0.0,350,456
27,3,1.0,2.0,3.0,0.4828486442565918,289,558
27,4,1.0,2.0,3.0,0.4828486442565918,220,435
27,5,1.0,2.0,3.0,-0.9656972885131836,250,449
28,0,1.0,2.0,3.0,0.0,210,600
28,1,1.0,2.0,3.0,0.0,117,515
28,2,1.0,2.0,3.0,0.0,429,475
28,3,1.0,2.0,3.0,0.0,129,607
28,4,1.0,2.0,3.0,0.12071216106414795,133,694
29,0,1.0,2.0,3.0,0.0,131,685
29,1,1.0,2.0,3.0,0.0,200,609
29,2,1.0,2.0,3.0,0.0,404,478
29,3,1.0,2.0,3.0,0.0,124,599
30,0,1.0,2.0,3.0,0.0,198,588
30,1,1.0,2.0,3.0,0.0,244,559
30,2,1.0,2.0,3.0,0.0,443,455
30,3,1.0,2.0,3.0,0.0,121,604
30,4,1.0,2.0,3.0,-0.6035608053207397,290,553
30,5,1.0,2.0,3.0,-0.6035608053207397,225,442
30,6,1.0,2.0,3.0,-0.6035608053207397,225,442
31,0,1.0,2.0,3.0,0.0,140,609
31,1,1.0,2.0,3.0,0.0,430,460
31,2,1.0,2.0,3.0,0.0,119,600
31,3,1.0,2.0,3.0,0.12071216106414795,220,519
32,0,1.0,2.0,3.0,0.0,152,573
32,1,1.0,2.0,3.0,0.0,176,515
32,2,1.0,2.0,3.0,0.0,424,466
32,3,1.0,2.0,3.0,0.0,135,597
32,4,1.0,2.0,3.0,0.2414243221282959,249,522
33,0,1.0,2.0,3.0,0.0,200,583
33,1,1.0,2.0,3.0,0.0,120,528
33,2,1.0,2.0,3.0,0.0,431,459
34,0,1.0,2.0,3.0,0.0,191,575
34,1,1.0,2.0,3.0,0.0,124,494
34,2,1.0,2.0,3.0,0.0,432,458
34,3,1.0,2.0,3.0,0.0,113,603
35,0,1.0,2.0,3.0,0.0,207,549
35,1,1.0,2.0,3.0,0.0,115,512
35,2,1.0,2.0,3.0,0.0,424,466
35,3,1.0,2.0,3.0,0.0,119,601
36,0,1.0,2.0,3.0,0.0,113,587
36,1,1.0,2.0,3.0,0.0,220,535
36,2,1.0,2.0,3.0,0.0,431,459
36,3,1.0,2.0,3.0,0.0,119,602
36,4,1.0,2.0,3.0,0.12071216106414795,118,660
37,0,1.0,2.0,3.0,0.0,191,602
37,1,1.0,2.0,3.0,0.0,177,527
37,2,1.0,2.0,3.0,0.0,426,464
37,3,1.0,2.0,3.0,0.0,136,596
38,0,1.0,2.0,3.0,0.0,184,599
38,1,1.0,2.0,3.0,0.0,199,560
38,2,1.0,2.0,3.0,0.0,347,463
38,3,1.0,2.0,3.0,0.0,142,559
38,4,1.0,2.0,3.0,0.0,142,559
38,5,1.0,2.0,3.0,-0.6035608053207397,289,567
38,6,1.0,2.0,3.0,-0.2414243221282959,115,443
38,7,1.0,2.0,3.0,-0.2414243221282959,115,443
38,8,1.0,2.0,3.0,-0.2414243221282959,115,443
39,0,1.0,2.0,3.0,0.0,170,584
39,1,1.0,2.0,3.0,0.0,245,463
39,2,1.0,2.0,3.0,0.0,152,513
39,3,1.0,2.0,3.0,-0.2414243221282959,265,614
40,0,1.0,2.0,3.0,0.0,258,654
40,1,1.0,2.0,3.0,0.0,113,464
40,2,1.0,2.0,3.0,0.0,113,464
40,3,1.0,2.0,3.0,0.0,113,464
41,0,1.0,2.0,3.0,0.0,150,519
41,1,1.0,2.0,3.0,0.0,120,478
41,2,1.0,2.0,3.0,0.0,120,478
41,3,1.0,2.0,3.0,0.0,140,462
41,4,1.0,2.0,3.0,-0.12071216106414795,305,629
42,0,1.0,2.0,3.0,0.0,314,602
43,0,1.0,2.0,3.0,0.0,322,585
43,1,1.0,2.0,3.0,0.0,322,585
44,0,1.0,2.0,3.0,0.0,340,585
44,1,1.0,2.0,3.0,0.0,340,585
44,2,1.0,2.0,3.0,0.0,340,585
45,0,1.0,2.0,3.0,0.0,150,603
45,1,1.0,2.0,3.0,0.0,171,486
45,2,1.0,2.0,3.0,0.0,177,454
45,3,1.0,2.0,3.0,0.0,164,510
45,4,1.0,2.0,3.0,0.6035608053207397,324,579
45,5,1.0,2.0,3.0,0.7242729663848877,238,421
46,0,1.0,2.0,3.0,0.0,181,588
46,1,1.0,2.0,3.0,0.0,181,588
46,2,1.0,2.0,3.0,0.0,206,555
46,3,1.0,2.0,3.0,0.0,429,457
46,4,1.0,2.0,3.0,0.0,114,600
46,5,1.0,2.0,3.0,0.12071216106414795,214,554
46,6,1.0,2.0,3.0,0.4828486442565918,277,539
46,7,1.0,2.0,3.0,0.8449851274490356,260,566
47,0,1.0,2.0,3.0,0.0,180,606
47,1,1.0,2.0,3.0,0.0,165,574
47,2,1.0,2.0,3.0,0.0,418,472
47,3,1.0,2.0,3.0,0.0,123,601
47,4,1.0,2.0,3.0,0.2414243221282959,193,549
47,5,1.0,2.0,3.0,0.2414243221282959,211,548
48,0,1.0,2.0,3.0,0.0,190,565
48,1,1.0,2.0,3.0,0.0,131,534
48,2,1.0,2.0,3.0,0.0,417,473
48,3,1.0,2.0,3.0,0.0,126,602
49,0,1.0,2.0,3.0,0.0,179,558
49,1,1.0,2.0,3.0,0.0,428,462
49,2,1.0,2.0,3.0,0.0,129,602
49,3,1.0,2.0,3.0,-0.4828486442565918,243,482
49,4,1.0,2.0,3.0,-0.2414243221282959,239,508
